id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date,Age_Group,Flight_Distance_Group,Total_Delay,Delay_Group,satisfaction_numeric,Overall_Service_Score,Service_Score_Category
109322,Male,Loyal Customer,39,Personal Travel,Econom,1072,1,5,2.0,3,3,2,3,3,3,4.0,4.0,3,5,3,24,25.0,neutral or dissatisfied,2022-10-22,Adult,Средний,49.0,"[30, 60)",0,3.142857142857143,Average (3-4)
19925,Male,Loyal Customer,57,Business travel,Business,315,0,0,0.0,1,2,2,1,5,5,5.0,5.0,2,5,2,73,65.0,satisfied,2022-10-27,Adult,Короткий,138.0,"[120, 150)",1,2.5,Poor (2-3)
35866,Male,Loyal Customer,35,Personal Travel,Econom,1065,1,3,1.0,4,2,1,2,2,2,2.0,3.0,4,4,2,6,0.0,neutral or dissatisfied,2022-10-30,Adult,Средний,6.0,"[0, 30)",0,2.357142857142857,Poor (2-3)
81194,Male,Loyal Customer,29,Personal Travel,Eco Plus,980,4,5,4.0,3,1,4,1,1,5,5.0,4.0,5,4,1,0,0.0,satisfied,2022-10-28,Adult,Средний,0.0,"[0, 30)",1,3.357142857142857,Average (3-4)
13657,Male,Disloyal Customer,23,Business travel,Econom,462,5,0,5.0,1,3,5,3,3,2,4.0,5.0,4,2,3,30,16.0,satisfied,2022-10-04,Adult,Короткий,46.0,"[30, 60)",1,3.2142857142857144,Average (3-4)
122647,Male,Disloyal Customer,38,Business travel,Business,361,5,5,5.0,1,2,5,1,2,3,3.0,5.0,5,5,2,28,10.0,satisfied,2022-10-24,Adult,Короткий,38.0,"[30, 60)",1,3.5,Average (3-4)
21873,Female,Disloyal Customer,37,Business travel,Econom,448,3,5,3.0,2,4,3,1,4,3,1.0,1.0,2,3,4,31,25.0,neutral or dissatisfied,2022-10-25,Adult,Короткий,56.0,"[30, 60)",0,2.7857142857142856,Poor (2-3)
96703,Female,Loyal Customer,38,Business travel,Econom,696,4,3,4.0,3,4,4,4,4,2,3.0,4.0,1,4,4,6,16.0,neutral or dissatisfied,2022-10-20,Adult,Короткий,22.0,"[0, 30)",0,3.4285714285714284,Average (3-4)
18220,Female,Loyal Customer,53,Business travel,Business,3137,4,4,4.0,4,4,5,1,4,4,4.0,4.0,2,4,5,0,0.0,satisfied,2022-10-08,Adult,Межконтинентальный,0.0,"[0, 30)",1,3.7857142857142856,Average (3-4)
64795,Male,Disloyal Customer,44,Business travel,Business,190,5,5,5.0,2,3,5,3,3,3,3.0,4.0,4,5,3,0,0.0,satisfied,2022-10-17,Adult,Ультракороткий,0.0,"[0, 30)",1,3.7857142857142856,Average (3-4)
20766,Female,Loyal Customer,44,Personal Travel,Business,508,3,4,3.0,3,5,4,5,2,2,3.0,5.0,4,2,5,25,12.0,neutral or dissatisfied,2022-10-31,Adult,Короткий,37.0,"[30, 60)",0,3.5714285714285716,Average (3-4)
57609,Female,Loyal Customer,47,Business travel,Business,200,3,5,5.0,5,4,3,4,2,2,2.0,3.0,2,2,4,0,0.0,neutral or dissatisfied,2022-10-09,Adult,Ультракороткий,0.0,"[0, 30)",0,3.2857142857142856,Average (3-4)
41871,Female,Loyal Customer,59,Business travel,Eco Plus,483,5,4,4.0,4,1,5,2,5,5,5.0,5.0,1,5,4,0,4.0,satisfied,2022-10-11,Adult,Короткий,4.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
10119,Female,Loyal Customer,53,Personal Travel,Econom,984,2,4,2.0,3,5,3,3,5,5,2.0,5.0,4,5,3,1,0.0,neutral or dissatisfied,2022-10-23,Adult,Средний,1.0,"[0, 30)",0,3.642857142857143,Average (3-4)
5794,Female,Disloyal Customer,36,Business travel,Business,273,2,1,1.0,4,5,1,5,5,5,5.0,4.0,4,4,5,0,0.0,neutral or dissatisfied,2022-10-10,Adult,Короткий,0.0,"[0, 30)",0,3.642857142857143,Average (3-4)
57028,Male,Loyal Customer,33,Business travel,Business,2454,2,2,2.0,2,4,4,4,5,5,4.0,4.0,4,5,4,0,0.0,satisfied,2022-10-21,Adult,Длинный,0.0,"[0, 30)",1,3.642857142857143,Average (3-4)
97511,Male,Loyal Customer,42,Personal Travel,Eco Plus,822,4,4,4.0,2,1,4,2,1,3,4.0,5.0,4,5,1,66,51.0,neutral or dissatisfied,2022-10-04,Adult,Средний,117.0,"[90, 120)",0,3.142857142857143,Average (3-4)
51028,Female,Loyal Customer,37,Personal Travel,Econom,262,4,3,0.0,3,3,0,3,3,1,1.0,4.0,1,4,3,0,3.0,neutral or dissatisfied,2022-10-09,Adult,Короткий,3.0,"[0, 30)",0,2.357142857142857,Poor (2-3)
123250,Male,Loyal Customer,18,Personal Travel,Econom,631,2,3,2.0,3,4,2,4,4,3,4.0,3.0,1,3,4,52,46.0,neutral or dissatisfied,2022-10-17,Teenagers,Короткий,98.0,"[90, 120)",0,3.0,Average (3-4)
123270,Male,Loyal Customer,50,Personal Travel,Econom,507,1,4,1.0,4,4,1,4,4,4,3.0,4.0,5,5,4,0,0.0,neutral or dissatisfied,2022-10-13,Adult,Короткий,0.0,"[0, 30)",0,3.4285714285714284,Average (3-4)
115481,Female,Loyal Customer,37,Business travel,Econom,325,2,2,2.0,2,2,2,2,2,2,4.0,3.0,4,4,2,0,0.0,neutral or dissatisfied,2022-10-06,Adult,Короткий,0.0,"[0, 30)",0,2.5,Poor (2-3)
26997,Female,Loyal Customer,41,Business travel,Business,2960,2,4,4.0,4,2,3,2,2,2,2.0,2.0,2,2,4,0,3.0,neutral or dissatisfied,2022-10-18,Adult,Длинный,3.0,"[0, 30)",0,2.642857142857143,Poor (2-3)
102166,Female,Loyal Customer,60,Business travel,Business,3679,1,1,1.0,1,3,5,4,4,4,4.0,4.0,3,4,4,9,2.0,satisfied,2022-10-15,Adult,Межконтинентальный,11.0,"[0, 30)",1,3.0714285714285716,Average (3-4)
56276,Female,Loyal Customer,33,Business travel,Business,2227,2,2,5.0,2,5,5,5,4,5,4.0,4.0,5,4,5,7,6.0,satisfied,2022-10-27,Adult,Длинный,13.0,"[0, 30)",1,4.071428571428571,Good (4-5)
18725,Female,Loyal Customer,37,Personal Travel,Eco Plus,192,0,4,0.0,4,3,0,3,3,5,3.0,5.0,4,4,3,0,0.0,satisfied,2022-10-12,Adult,Ультракороткий,0.0,"[0, 30)",1,2.9285714285714284,Poor (2-3)
29607,Female,Loyal Customer,13,Business travel,Business,3397,2,3,3.0,3,2,2,2,2,1,3.0,3.0,1,4,2,17,7.0,neutral or dissatisfied,2022-10-23,Teenagers,Межконтинентальный,24.0,"[0, 30)",0,2.357142857142857,Poor (2-3)
18113,Female,Loyal Customer,72,Business travel,Business,629,2,2,2.0,2,3,2,4,5,5,5.0,5.0,5,5,1,0,0.0,satisfied,2022-10-19,Aged people,Короткий,0.0,"[0, 30)",1,3.4285714285714284,Average (3-4)
114361,Male,Loyal Customer,27,Business travel,Business,1565,4,4,3.0,4,5,5,5,5,5,4.0,5.0,4,5,5,29,20.0,satisfied,2022-10-14,Adult,Длинный,49.0,"[30, 60)",1,4.5,Good (4-5)
14258,Male,Loyal Customer,55,Business travel,Business,429,2,2,2.0,2,4,4,4,4,4,4.0,4.0,4,4,3,0,0.0,satisfied,2022-10-13,Adult,Короткий,0.0,"[0, 30)",1,3.357142857142857,Average (3-4)
4033,Female,Loyal Customer,42,Business travel,Business,419,3,3,4.0,3,1,4,4,2,2,2.0,2.0,1,2,1,18,59.0,satisfied,2022-10-08,Adult,Короткий,77.0,"[60, 90)",1,2.4285714285714284,Poor (2-3)
64898,Male,Loyal Customer,22,Business travel,Business,247,1,1,1.0,1,5,5,5,5,5,5.0,4.0,3,4,5,0,0.0,satisfied,2022-10-14,Adult,Ультракороткий,0.0,"[0, 30)",1,3.5714285714285716,Average (3-4)
3867,Male,Loyal Customer,37,Personal Travel,Business,213,2,3,2.0,2,3,3,2,1,1,2.0,1.0,2,1,5,128,131.0,neutral or dissatisfied,2022-10-11,Adult,Ультракороткий,259.0,"[240, 270)",0,2.142857142857143,Poor (2-3)
11457,Female,Loyal Customer,50,Business travel,Eco Plus,201,1,2,2.0,2,3,3,4,1,1,1.0,1.0,4,1,2,0,0.0,neutral or dissatisfied,2022-10-08,Adult,Ультракороткий,0.0,"[0, 30)",0,2.0,Poor (2-3)
18255,Female,Loyal Customer,47,Personal Travel,Econom,346,3,5,3.0,1,5,5,5,3,3,3.0,3.0,5,3,5,0,0.0,neutral or dissatisfied,2022-10-01,Adult,Короткий,0.0,"[0, 30)",0,3.7142857142857144,Average (3-4)
17306,Male,Disloyal Customer,22,Business travel,Econom,403,4,2,4.0,3,3,4,3,3,1,1.0,4.0,1,4,3,0,14.0,neutral or dissatisfied,2022-10-08,Adult,Короткий,14.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
46888,Female,Loyal Customer,20,Business travel,Business,3376,4,4,4.0,4,5,5,5,5,1,4.0,5.0,5,2,5,18,16.0,satisfied,2022-10-16,Adult,Межконтинентальный,34.0,"[30, 60)",1,4.142857142857143,Good (4-5)
15771,Female,Loyal Customer,40,Business travel,Econom,254,3,5,5.0,5,3,3,3,3,3,4.0,2.0,1,3,3,29,32.0,neutral or dissatisfied,2022-10-17,Adult,Короткий,61.0,"[60, 90)",0,3.2857142857142856,Average (3-4)
7028,Male,Loyal Customer,14,Personal Travel,Econom,299,3,5,3.0,4,4,3,4,4,4,2.0,5.0,3,5,4,1,27.0,neutral or dissatisfied,2022-10-04,Teenagers,Короткий,28.0,"[0, 30)",0,3.7857142857142856,Average (3-4)
118752,Female,Loyal Customer,19,Personal Travel,Econom,338,3,2,3.0,4,3,3,3,3,2,3.0,3.0,4,3,3,0,0.0,neutral or dissatisfied,2022-10-31,Teenagers,Короткий,0.0,"[0, 30)",0,3.0,Average (3-4)
11478,Female,Loyal Customer,36,Business travel,Eco Plus,458,4,3,1.0,3,4,4,4,4,5,4.0,3.0,5,4,4,9,13.0,satisfied,2022-10-21,Adult,Короткий,22.0,"[0, 30)",1,3.7142857142857144,Average (3-4)
128814,Male,Loyal Customer,11,Business travel,Econom,2475,1,2,2.0,2,1,2,1,4,5,3.0,4.0,1,3,1,0,0.0,neutral or dissatisfied,2022-10-20,Child,Длинный,0.0,"[0, 30)",0,2.2857142857142856,Poor (2-3)
30017,Female,Disloyal Customer,58,Business travel,Econom,399,3,2,3.0,4,5,3,5,5,1,2.0,3.0,4,4,5,0,0.0,neutral or dissatisfied,2022-10-04,Adult,Короткий,0.0,"[0, 30)",0,3.5,Average (3-4)
125655,Female,Loyal Customer,58,Business travel,Business,3137,4,4,5.0,4,3,4,5,5,5,5.0,5.0,4,5,3,85,76.0,satisfied,2022-10-23,Adult,Межконтинентальный,161.0,"[150, 180)",1,4.357142857142857,Good (4-5)
110537,Male,Loyal Customer,70,Business travel,Business,488,1,3,1.0,1,5,4,5,4,4,4.0,4.0,4,4,4,2,17.0,satisfied,2022-10-22,Aged people,Короткий,19.0,"[0, 30)",1,3.4285714285714284,Average (3-4)
4491,Male,Disloyal Customer,44,Business travel,Business,435,4,4,4.0,4,4,4,4,4,5,4.0,4.0,3,4,4,0,0.0,neutral or dissatisfied,2022-10-07,Adult,Короткий,0.0,"[0, 30)",0,4.0,Good (4-5)
51884,Male,Loyal Customer,58,Business travel,Business,1946,3,3,3.0,3,5,3,2,4,4,4.0,4.0,5,4,4,0,0.0,satisfied,2022-10-18,Adult,Длинный,0.0,"[0, 30)",1,3.642857142857143,Average (3-4)
82068,Male,Disloyal Customer,48,Business travel,Business,1298,3,3,3.0,1,2,3,1,2,5,3.0,5.0,3,5,2,0,0.0,neutral or dissatisfied,2022-10-22,Adult,Средний,0.0,"[0, 30)",0,2.9285714285714284,Poor (2-3)
15426,Female,Loyal Customer,45,Business travel,Business,2241,3,3,3.0,3,3,3,3,2,1,3.0,3.0,3,2,3,141,136.0,neutral or dissatisfied,2022-10-15,Adult,Длинный,277.0,"[270, 300)",0,2.7142857142857144,Poor (2-3)
22826,Female,Loyal Customer,62,Business travel,Econom,147,4,5,5.0,5,3,3,3,4,4,4.0,4.0,4,4,3,0,0.0,neutral or dissatisfied,2022-10-10,Aged people,Ультракороткий,0.0,"[0, 30)",0,3.9285714285714284,Average (3-4)
49100,Male,Loyal Customer,58,Business travel,Business,238,5,5,5.0,5,2,3,2,5,5,5.0,5.0,4,5,3,37,30.0,satisfied,2022-10-02,Adult,Ультракороткий,67.0,"[60, 90)",1,4.214285714285714,Good (4-5)
29415,Female,Loyal Customer,31,Personal Travel,Econom,2541,3,4,3.0,3,3,4,1,4,3,4.0,5.0,1,5,1,1,0.0,neutral or dissatisfied,2022-10-20,Adult,Длинный,1.0,"[0, 30)",0,3.142857142857143,Average (3-4)
55129,Male,Loyal Customer,67,Personal Travel,Econom,1635,2,4,2.0,1,4,2,4,4,3,5.0,5.0,5,5,4,1,0.0,neutral or dissatisfied,2022-10-31,Aged people,Длинный,1.0,"[0, 30)",0,3.5714285714285716,Average (3-4)
61710,Male,Loyal Customer,53,Business travel,Business,1635,2,2,2.0,2,5,2,3,2,2,2.0,2.0,1,2,3,0,16.0,neutral or dissatisfied,2022-10-22,Adult,Длинный,16.0,"[0, 30)",0,2.2857142857142856,Poor (2-3)
25988,Female,Loyal Customer,24,Business travel,Econom,577,4,5,5.0,5,4,5,4,4,4,4.0,3.0,3,3,4,0,0.0,satisfied,2022-10-04,Adult,Короткий,0.0,"[0, 30)",1,4.071428571428571,Good (4-5)
94575,Male,Loyal Customer,46,Business travel,Business,2286,3,3,3.0,3,3,5,4,4,4,4.0,4.0,4,4,3,28,11.0,satisfied,2022-10-25,Adult,Длинный,39.0,"[30, 60)",1,3.642857142857143,Average (3-4)
22439,Female,Loyal Customer,46,Personal Travel,Econom,143,2,2,2.0,4,1,4,3,1,1,2.0,1.0,1,1,4,0,4.0,neutral or dissatisfied,2022-10-27,Adult,Ультракороткий,4.0,"[0, 30)",0,2.0714285714285716,Poor (2-3)
43360,Male,Loyal Customer,24,Personal Travel,Econom,347,2,5,2.0,4,2,2,2,2,5,4.0,4.0,5,4,2,0,1.0,neutral or dissatisfied,2022-10-24,Adult,Короткий,1.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
97380,Female,Loyal Customer,25,Personal Travel,Econom,347,1,4,1.0,2,2,1,2,2,5,5.0,4.0,5,5,2,20,13.0,neutral or dissatisfied,2022-10-05,Adult,Короткий,33.0,"[30, 60)",0,2.9285714285714284,Poor (2-3)
121039,Male,Loyal Customer,45,Personal Travel,Econom,993,2,4,2.0,4,2,2,2,2,4,3.0,4.0,4,4,2,0,0.0,neutral or dissatisfied,2022-10-06,Adult,Средний,0.0,"[0, 30)",0,2.9285714285714284,Poor (2-3)
36629,Female,Disloyal Customer,22,Business travel,Econom,1249,2,2,2.0,3,4,2,4,4,3,3.0,3.0,3,4,4,0,15.0,neutral or dissatisfied,2022-10-06,Adult,Средний,15.0,"[0, 30)",0,3.0714285714285716,Average (3-4)
115629,Male,Loyal Customer,57,Business travel,Econom,373,2,2,2.0,2,2,2,2,2,3,2.0,3.0,4,3,2,24,33.0,neutral or dissatisfied,2022-10-10,Adult,Короткий,57.0,"[30, 60)",0,2.357142857142857,Poor (2-3)
72243,Male,Disloyal Customer,22,Business travel,Econom,919,3,3,3.0,3,3,3,3,3,4,2.0,4.0,3,4,3,0,0.0,neutral or dissatisfied,2022-10-22,Adult,Средний,0.0,"[0, 30)",0,3.142857142857143,Average (3-4)
5282,Female,Loyal Customer,66,Personal Travel,Econom,383,2,5,2.0,3,4,5,5,5,5,2.0,3.0,3,5,3,0,17.0,neutral or dissatisfied,2022-10-24,Aged people,Короткий,17.0,"[0, 30)",0,3.7142857142857144,Average (3-4)
40661,Male,Disloyal Customer,24,Business travel,Econom,558,3,0,3.0,3,1,3,1,1,5,4.0,4.0,5,5,1,0,4.0,neutral or dissatisfied,2022-10-19,Adult,Короткий,4.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
110066,Male,Disloyal Customer,14,Business travel,Business,1072,5,0,5.0,5,5,5,1,5,4,2.0,4.0,3,4,5,12,10.0,satisfied,2022-10-03,Teenagers,Средний,22.0,"[0, 30)",1,3.7857142857142856,Average (3-4)
44370,Male,Loyal Customer,21,Personal Travel,Econom,596,3,3,3.0,3,1,3,1,1,4,3.0,2.0,4,3,1,0,0.0,neutral or dissatisfied,2022-10-29,Adult,Короткий,0.0,"[0, 30)",0,2.5,Poor (2-3)
96571,Male,Loyal Customer,55,Business travel,Business,333,2,2,2.0,2,5,5,5,5,5,5.0,5.0,4,5,3,0,0.0,satisfied,2022-10-12,Adult,Короткий,0.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
71458,Female,Loyal Customer,15,Personal Travel,Econom,867,1,3,1.0,1,3,1,3,3,2,3.0,4.0,2,2,3,0,0.0,neutral or dissatisfied,2022-10-05,Teenagers,Средний,0.0,"[0, 30)",0,2.2857142857142856,Poor (2-3)
64736,Male,Loyal Customer,45,Business travel,Business,1590,3,3,3.0,3,5,5,5,4,4,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-10,Adult,Длинный,0.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
122635,Female,Loyal Customer,50,Business travel,Eco Plus,728,4,5,3.0,5,1,3,2,4,4,4.0,4.0,1,4,3,6,0.0,neutral or dissatisfied,2022-10-17,Adult,Короткий,6.0,"[0, 30)",0,3.357142857142857,Average (3-4)
116587,Male,Loyal Customer,49,Business travel,Business,371,2,2,2.0,2,2,4,4,4,4,4.0,4.0,4,4,4,0,3.0,satisfied,2022-10-14,Adult,Короткий,3.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
19291,Male,Loyal Customer,36,Business travel,Business,2113,2,4,4.0,4,2,3,4,2,2,2.0,2.0,3,2,1,0,15.0,neutral or dissatisfied,2022-10-29,Adult,Длинный,15.0,"[0, 30)",0,2.642857142857143,Poor (2-3)
1595,Female,Loyal Customer,25,Personal Travel,Econom,140,2,5,2.0,1,4,2,4,4,4,3.0,5.0,5,5,4,41,42.0,neutral or dissatisfied,2022-10-17,Adult,Ультракороткий,83.0,"[60, 90)",0,3.5714285714285716,Average (3-4)
47538,Male,Loyal Customer,59,Personal Travel,Econom,541,4,5,2.0,1,2,2,2,2,4,3.0,4.0,5,4,2,0,0.0,neutral or dissatisfied,2022-10-04,Adult,Короткий,0.0,"[0, 30)",0,3.0,Average (3-4)
54487,Male,Loyal Customer,34,Business travel,Business,3655,1,1,1.0,1,5,2,2,5,5,5.0,5.0,5,5,2,44,61.0,satisfied,2022-10-01,Adult,Межконтинентальный,105.0,"[90, 120)",1,3.2142857142857144,Average (3-4)
9115,Female,Loyal Customer,42,Business travel,Business,2287,4,5,5.0,5,3,3,2,4,4,4.0,4.0,3,4,3,0,10.0,neutral or dissatisfied,2022-10-28,Adult,Длинный,10.0,"[0, 30)",0,3.7857142857142856,Average (3-4)
59355,Female,Loyal Customer,49,Business travel,Business,2556,2,2,2.0,2,4,4,4,2,2,4.0,2.0,5,2,5,0,0.0,satisfied,2022-10-04,Adult,Длинный,0.0,"[0, 30)",1,3.0,Average (3-4)
39906,Male,Disloyal Customer,18,Business travel,Econom,272,2,2,3.0,4,3,3,3,3,4,1.0,3.0,1,4,3,0,3.0,neutral or dissatisfied,2022-10-10,Teenagers,Короткий,3.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
19121,Female,Loyal Customer,45,Business travel,Econom,323,4,2,2.0,2,1,5,2,3,3,4.0,3.0,2,3,5,0,0.0,satisfied,2022-10-27,Adult,Короткий,0.0,"[0, 30)",1,2.9285714285714284,Poor (2-3)
24271,Female,Loyal Customer,40,Personal Travel,Econom,147,3,5,3.0,2,5,3,5,5,5,5.0,5.0,4,4,5,65,60.0,neutral or dissatisfied,2022-10-16,Adult,Ультракороткий,125.0,"[120, 150)",0,4.214285714285714,Good (4-5)
79353,Male,Loyal Customer,35,Personal Travel,Econom,1020,3,3,2.0,3,5,2,5,5,2,3.0,3.0,4,3,5,31,11.0,neutral or dissatisfied,2022-10-17,Adult,Средний,42.0,"[30, 60)",0,3.4285714285714284,Average (3-4)
94333,Female,Loyal Customer,34,Business travel,Business,187,1,1,1.0,1,2,5,5,4,4,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-21,Adult,Ультракороткий,0.0,"[0, 30)",1,3.142857142857143,Average (3-4)
80464,Male,Loyal Customer,35,Business travel,Business,1299,3,3,3.0,3,2,5,5,4,4,4.0,4.0,3,4,4,0,0.0,satisfied,2022-10-02,Adult,Средний,0.0,"[0, 30)",1,3.642857142857143,Average (3-4)
27902,Male,Loyal Customer,29,Personal Travel,Econom,2350,1,3,1.0,4,1,3,3,3,2,3.0,4.0,3,4,3,0,0.0,neutral or dissatisfied,2022-10-09,Adult,Длинный,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
51670,Female,Loyal Customer,30,Business travel,Business,509,3,1,1.0,1,3,3,3,3,1,4.0,3.0,1,4,3,0,0.0,neutral or dissatisfied,2022-10-02,Adult,Короткий,0.0,"[0, 30)",0,2.4285714285714284,Poor (2-3)
68569,Male,Loyal Customer,29,Business travel,Business,1616,2,2,2.0,2,5,5,5,5,4,3.0,5.0,5,4,5,0,0.0,satisfied,2022-10-08,Adult,Длинный,0.0,"[0, 30)",1,3.857142857142857,Average (3-4)
1022,Male,Disloyal Customer,23,Business travel,Econom,158,2,4,2.0,3,2,2,2,2,2,4.0,4.0,4,4,2,93,102.0,neutral or dissatisfied,2022-10-30,Adult,Ультракороткий,195.0,"[180, 210)",0,2.7857142857142856,Poor (2-3)
83741,Male,Loyal Customer,60,Business travel,Business,3198,5,5,5.0,5,4,4,4,3,3,3.0,3.0,4,3,5,0,0.0,satisfied,2022-10-01,Adult,Межконтинентальный,0.0,"[0, 30)",1,4.0,Good (4-5)
67921,Male,Loyal Customer,50,Personal Travel,Econom,1235,2,4,2.0,5,4,2,4,4,3,2.0,3.0,5,4,4,6,4.0,neutral or dissatisfied,2022-10-10,Adult,Средний,10.0,"[0, 30)",0,3.4285714285714284,Average (3-4)
14853,Female,Disloyal Customer,20,Business travel,Econom,240,1,5,1.0,1,1,3,3,3,4,5.0,1.0,3,5,3,340,335.0,neutral or dissatisfied,2022-10-16,Adult,Ультракороткий,675.0,"[660, 690)",0,2.7857142857142856,Poor (2-3)
34105,Male,Loyal Customer,24,Business travel,Business,1179,4,3,4.0,4,2,2,2,2,2,5.0,5.0,1,1,2,0,0.0,satisfied,2022-10-07,Adult,Средний,0.0,"[0, 30)",1,2.7857142857142856,Poor (2-3)
7294,Female,Loyal Customer,40,Personal Travel,Econom,139,1,4,1.0,3,4,1,4,4,4,5.0,3.0,4,4,4,0,0.0,neutral or dissatisfied,2022-10-17,Adult,Ультракороткий,0.0,"[0, 30)",0,3.2857142857142856,Average (3-4)
59226,Male,Loyal Customer,40,Business travel,Business,649,2,2,2.0,2,3,4,5,5,5,5.0,5.0,3,5,5,0,0.0,satisfied,2022-10-12,Adult,Короткий,0.0,"[0, 30)",1,3.7857142857142856,Average (3-4)
115108,Female,Loyal Customer,55,Business travel,Business,342,2,2,2.0,2,5,4,5,5,5,5.0,5.0,3,5,5,36,18.0,satisfied,2022-10-09,Adult,Короткий,54.0,"[30, 60)",1,3.9285714285714284,Average (3-4)
78184,Male,Loyal Customer,70,Business travel,Business,2813,0,0,0.0,2,3,4,4,5,5,5.0,5.0,3,5,5,0,0.0,satisfied,2022-10-02,Aged people,Длинный,0.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
36440,Female,Loyal Customer,59,Personal Travel,Econom,369,3,4,3.0,3,3,4,4,4,4,3.0,4.0,4,4,4,0,0.0,neutral or dissatisfied,2022-10-29,Adult,Короткий,0.0,"[0, 30)",0,3.642857142857143,Average (3-4)
12369,Male,Disloyal Customer,24,Business travel,Econom,253,5,4,5.0,3,2,5,2,2,5,3.0,4.0,5,5,2,2,0.0,satisfied,2022-10-25,Adult,Короткий,2.0,"[0, 30)",1,3.7142857142857144,Average (3-4)
98943,Female,Loyal Customer,57,Business travel,Business,1784,4,3,3.0,3,2,3,2,4,4,4.0,4.0,3,4,1,0,0.0,neutral or dissatisfied,2022-10-26,Adult,Длинный,0.0,"[0, 30)",0,3.142857142857143,Average (3-4)
31716,Female,Loyal Customer,39,Personal Travel,Econom,862,5,4,5.0,3,3,5,5,3,2,3.0,4.0,2,4,3,3,0.0,satisfied,2022-11-01,Adult,Средний,3.0,"[0, 30)",1,3.642857142857143,Average (3-4)
46687,Female,Loyal Customer,68,Personal Travel,Econom,125,2,4,0.0,2,2,1,5,1,1,0.0,1.0,2,1,2,2,6.0,neutral or dissatisfied,2022-11-01,Aged people,Ультракороткий,8.0,"[0, 30)",0,1.7142857142857142,Very Poor (1-2)
81709,Female,Loyal Customer,51,Business travel,Business,3895,1,1,1.0,1,5,5,5,5,5,5.0,5.0,5,5,5,2,0.0,satisfied,2022-10-05,Adult,Межконтинентальный,2.0,"[0, 30)",1,3.857142857142857,Average (3-4)
97563,Female,Disloyal Customer,21,Business travel,Econom,448,3,0,3.0,4,1,3,1,1,4,4.0,4.0,5,4,1,7,2.0,neutral or dissatisfied,2022-10-05,Adult,Короткий,9.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
126369,Female,Loyal Customer,56,Personal Travel,Econom,507,3,5,3.0,1,5,5,4,4,4,3.0,4.0,5,4,3,3,1.0,neutral or dissatisfied,2022-10-07,Adult,Короткий,4.0,"[0, 30)",0,3.7857142857142856,Average (3-4)
98277,Male,Loyal Customer,53,Business travel,Business,1200,2,1,1.0,1,3,3,4,2,2,2.0,2.0,3,2,2,0,9.0,neutral or dissatisfied,2022-10-12,Adult,Средний,9.0,"[0, 30)",0,2.142857142857143,Poor (2-3)
71054,Female,Loyal Customer,36,Business travel,Business,402,1,1,1.0,1,2,4,5,4,4,4.0,4.0,2,4,4,0,0.0,satisfied,2022-10-11,Adult,Короткий,0.0,"[0, 30)",1,2.9285714285714284,Poor (2-3)
15109,Female,Loyal Customer,33,Business travel,Business,3195,1,1,1.0,1,2,5,5,3,3,4.0,3.0,4,3,4,0,0.0,satisfied,2022-10-02,Adult,Межконтинентальный,0.0,"[0, 30)",1,2.857142857142857,Poor (2-3)
89996,Male,Loyal Customer,52,Business travel,Business,1084,5,5,5.0,5,5,4,4,2,2,2.0,2.0,3,2,5,0,0.0,satisfied,2022-10-17,Adult,Средний,0.0,"[0, 30)",1,3.642857142857143,Average (3-4)
31909,Male,Disloyal Customer,32,Business travel,Business,216,2,2,2.0,1,4,2,4,4,3,2.0,4.0,4,4,4,0,6.0,neutral or dissatisfied,2022-10-11,Adult,Ультракороткий,6.0,"[0, 30)",0,3.0,Average (3-4)
49139,Female,Loyal Customer,57,Business travel,Business,110,5,5,5.0,5,4,3,2,5,5,5.0,5.0,5,5,3,1,0.0,satisfied,2022-10-12,Adult,Ультракороткий,1.0,"[0, 30)",1,4.428571428571429,Good (4-5)
69867,Male,Loyal Customer,19,Business travel,Business,3634,5,5,2.0,5,4,4,4,4,5,3.0,5.0,3,5,4,3,9.0,satisfied,2022-10-21,Teenagers,Межконтинентальный,12.0,"[0, 30)",1,4.142857142857143,Good (4-5)
77756,Male,Loyal Customer,70,Business travel,Business,413,4,4,4.0,4,4,3,5,5,5,5.0,5.0,1,5,5,0,0.0,satisfied,2022-10-16,Aged people,Короткий,0.0,"[0, 30)",1,4.214285714285714,Good (4-5)
